path_seg_A,path_original_A,path_inpaint_B,path_original_B,num_files_A,num_files_B,label_A,label_B,yt_id_A,time_start_A,time_end_A,yt_id_B,time_start_B,time_end_B,action_swap_path,hasPerson,segmented_path,bboxes_info,bbox_vis_path,mask_path
/n/fs/visualai-scr/Data/HAT2/seg/surfing water/3tKrqlMI8ZU_000053_000063,/n/fs/visualai-scr/Data/HAT2/original/surfing water/3tKrqlMI8ZU_000053_000063,/n/fs/visualai-scr/Data/HAT2/inpaint/sword fighting/PCKD6J3760M_000026_000036,/n/fs/visualai-scr/Data/HAT2/original/sword fighting/PCKD6J3760M_000026_000036,300,301,surfing water,sword fighting,3tKrqlMI8ZU,53,63,PCKD6J3760M,26,36,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001704_surfing water_to_sword fighting_3tKrqlMI8ZU_000053_000063_bg_PCKD6J3760M_000026_000036,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_001704_surfing water_to_sword fighting_3tKrqlMI8ZU_000053_000063_bg_PCKD6J3760M_000026_000036,[],/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_001704_surfing water_to_sword fighting_3tKrqlMI8ZU_000053_000063_bg_PCKD6J3760M_000026_000036/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_001704_surfing water_to_sword fighting_3tKrqlMI8ZU_000053_000063_bg_PCKD6J3760M_000026_000036
/n/fs/visualai-scr/Data/HAT2/seg/canoeing or kayaking/L1mDlSDbb9k_000009_000019,/n/fs/visualai-scr/Data/HAT2/original/canoeing or kayaking/L1mDlSDbb9k_000009_000019,/n/fs/visualai-scr/Data/HAT2/inpaint/punching person (boxing)/VsX3y5vPBbM_000074_000084,/n/fs/visualai-scr/Data/HAT2/original/punching person (boxing)/VsX3y5vPBbM_000074_000084,266,300,canoeing or kayaking,punching person (boxing),L1mDlSDbb9k,9,19,VsX3y5vPBbM,74,84,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001720_canoeing or kayaking_to_punching person (boxing)_L1mDlSDbb9k_000009_000019_bg_VsX3y5vPBbM_000074_000084,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_001720_canoeing or kayaking_to_punching person (boxing)_L1mDlSDbb9k_000009_000019_bg_VsX3y5vPBbM_000074_000084,[],/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_001720_canoeing or kayaking_to_punching person (boxing)_L1mDlSDbb9k_000009_000019_bg_VsX3y5vPBbM_000074_000084/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_001720_canoeing or kayaking_to_punching person (boxing)_L1mDlSDbb9k_000009_000019_bg_VsX3y5vPBbM_000074_000084
/n/fs/visualai-scr/Data/HAT2/seg/flying kite/hbTbBj07yUY_000012_000022,/n/fs/visualai-scr/Data/HAT2/original/flying kite/hbTbBj07yUY_000012_000022,/n/fs/visualai-scr/Data/HAT2/inpaint/playing violin/a4ROubm0cIc_000000_000010,/n/fs/visualai-scr/Data/HAT2/original/playing violin/a4ROubm0cIc_000000_000010,301,300,flying kite,playing violin,hbTbBj07yUY,12,22,a4ROubm0cIc,0,10,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001744_flying kite_to_playing violin_hbTbBj07yUY_000012_000022_bg_a4ROubm0cIc_000000_000010,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_001744_flying kite_to_playing violin_hbTbBj07yUY_000012_000022_bg_a4ROubm0cIc_000000_000010,[],/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_001744_flying kite_to_playing violin_hbTbBj07yUY_000012_000022_bg_a4ROubm0cIc_000000_000010/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_001744_flying kite_to_playing violin_hbTbBj07yUY_000012_000022_bg_a4ROubm0cIc_000000_000010
/n/fs/visualai-scr/Data/HAT2/seg/climbing ladder/wDGmG7C3LIc_000010_000020,/n/fs/visualai-scr/Data/HAT2/original/climbing ladder/wDGmG7C3LIc_000010_000020,/n/fs/visualai-scr/Data/HAT2/inpaint/hurdling/Py1QIMNFc80_000116_000126,/n/fs/visualai-scr/Data/HAT2/original/hurdling/Py1QIMNFc80_000116_000126,300,300,climbing ladder,hurdling,wDGmG7C3LIc,10,20,Py1QIMNFc80,116,126,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001796_climbing ladder_to_hurdling_wDGmG7C3LIc_000010_000020_bg_Py1QIMNFc80_000116_000126,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_001796_climbing ladder_to_hurdling_wDGmG7C3LIc_000010_000020_bg_Py1QIMNFc80_000116_000126,[],/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_001796_climbing ladder_to_hurdling_wDGmG7C3LIc_000010_000020_bg_Py1QIMNFc80_000116_000126/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_001796_climbing ladder_to_hurdling_wDGmG7C3LIc_000010_000020_bg_Py1QIMNFc80_000116_000126
/n/fs/visualai-scr/Data/HAT2/seg/surfing water/IyXLVTS9qlY_000108_000118,/n/fs/visualai-scr/Data/HAT2/original/surfing water/IyXLVTS9qlY_000108_000118,/n/fs/visualai-scr/Data/HAT2/inpaint/walking the dog/DoH8sIQyOyk_000000_000010,/n/fs/visualai-scr/Data/HAT2/original/walking the dog/DoH8sIQyOyk_000000_000010,300,244,surfing water,walking the dog,IyXLVTS9qlY,108,118,DoH8sIQyOyk,0,10,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001820_surfing water_to_walking the dog_IyXLVTS9qlY_000108_000118_bg_DoH8sIQyOyk_000000_000010,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_001820_surfing water_to_walking the dog_IyXLVTS9qlY_000108_000118_bg_DoH8sIQyOyk_000000_000010,"[{'class': 'bird', 'confidence': 0.6964591145515442, 'bbox': [531.497802734375, 275.9285888671875, 595.51171875, 338.3739013671875]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_001820_surfing water_to_walking the dog_IyXLVTS9qlY_000108_000118_bg_DoH8sIQyOyk_000000_000010/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_001820_surfing water_to_walking the dog_IyXLVTS9qlY_000108_000118_bg_DoH8sIQyOyk_000000_000010
/n/fs/visualai-scr/Data/HAT2/seg/writing/zR7QR6JxyRs_000124_000134,/n/fs/visualai-scr/Data/HAT2/original/writing/zR7QR6JxyRs_000124_000134,/n/fs/visualai-scr/Data/HAT2/inpaint/climbing a rope/NhVQFHJqmss_000000_000010,/n/fs/visualai-scr/Data/HAT2/original/climbing a rope/NhVQFHJqmss_000000_000010,300,300,writing,climbing a rope,zR7QR6JxyRs,124,134,NhVQFHJqmss,0,10,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001856_writing_to_climbing a rope_zR7QR6JxyRs_000124_000134_bg_NhVQFHJqmss_000000_000010,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_001856_writing_to_climbing a rope_zR7QR6JxyRs_000124_000134_bg_NhVQFHJqmss_000000_000010,"[{'class': 'clock', 'confidence': 0.9161559343338013, 'bbox': [259.1083984375, 393.98553466796875, 679.9255981445312, 719.8316040039062]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_001856_writing_to_climbing a rope_zR7QR6JxyRs_000124_000134_bg_NhVQFHJqmss_000000_000010/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_001856_writing_to_climbing a rope_zR7QR6JxyRs_000124_000134_bg_NhVQFHJqmss_000000_000010
/n/fs/visualai-scr/Data/HAT2/seg/skipping rope/Prf1lu4ITXw_000002_000012,/n/fs/visualai-scr/Data/HAT2/original/skipping rope/Prf1lu4ITXw_000002_000012,/n/fs/visualai-scr/Data/HAT2/inpaint/drinking/S6dtKmCVqNY_000125_000135,/n/fs/visualai-scr/Data/HAT2/original/drinking/S6dtKmCVqNY_000125_000135,300,300,skipping rope,drinking,Prf1lu4ITXw,2,12,S6dtKmCVqNY,125,135,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001920_skipping rope_to_drinking_Prf1lu4ITXw_000002_000012_bg_S6dtKmCVqNY_000125_000135,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_001920_skipping rope_to_drinking_Prf1lu4ITXw_000002_000012_bg_S6dtKmCVqNY_000125_000135,[],/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_001920_skipping rope_to_drinking_Prf1lu4ITXw_000002_000012_bg_S6dtKmCVqNY_000125_000135/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_001920_skipping rope_to_drinking_Prf1lu4ITXw_000002_000012_bg_S6dtKmCVqNY_000125_000135
/n/fs/visualai-scr/Data/HAT2/seg/tying tie/hvSrk8GIO-E_000113_000123,/n/fs/visualai-scr/Data/HAT2/original/tying tie/hvSrk8GIO-E_000113_000123,/n/fs/visualai-scr/Data/HAT2/inpaint/driving car/plJH3_MfYzg_000396_000406,/n/fs/visualai-scr/Data/HAT2/original/driving car/plJH3_MfYzg_000396_000406,301,300,tying tie,driving car,hvSrk8GIO-E,113,123,plJH3_MfYzg,396,406,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_001956_tying tie_to_driving car_hvSrk8GIO-E_000113_000123_bg_plJH3_MfYzg_000396_000406,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_001956_tying tie_to_driving car_hvSrk8GIO-E_000113_000123_bg_plJH3_MfYzg_000396_000406,[],/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_001956_tying tie_to_driving car_hvSrk8GIO-E_000113_000123_bg_plJH3_MfYzg_000396_000406/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_001956_tying tie_to_driving car_hvSrk8GIO-E_000113_000123_bg_plJH3_MfYzg_000396_000406
/n/fs/visualai-scr/Data/HAT2/seg/dribbling basketball/BEoXBFW5Yuw_000035_000045,/n/fs/visualai-scr/Data/HAT2/original/dribbling basketball/BEoXBFW5Yuw_000035_000045,/n/fs/visualai-scr/Data/HAT2/inpaint/smoking/rYtspPgIYDI_000145_000155,/n/fs/visualai-scr/Data/HAT2/original/smoking/rYtspPgIYDI_000145_000155,300,300,dribbling basketball,smoking,BEoXBFW5Yuw,35,45,rYtspPgIYDI,145,155,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002012_dribbling basketball_to_smoking_BEoXBFW5Yuw_000035_000045_bg_rYtspPgIYDI_000145_000155,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002012_dribbling basketball_to_smoking_BEoXBFW5Yuw_000035_000045_bg_rYtspPgIYDI_000145_000155,[],/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002012_dribbling basketball_to_smoking_BEoXBFW5Yuw_000035_000045_bg_rYtspPgIYDI_000145_000155/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_002012_dribbling basketball_to_smoking_BEoXBFW5Yuw_000035_000045_bg_rYtspPgIYDI_000145_000155
/n/fs/visualai-scr/Data/HAT2/seg/clean and jerk/cBSJlnDYH3g_000010_000020,/n/fs/visualai-scr/Data/HAT2/original/clean and jerk/cBSJlnDYH3g_000010_000020,/n/fs/visualai-scr/Data/HAT2/inpaint/playing trumpet/hKcSZfv9gms_000001_000011,/n/fs/visualai-scr/Data/HAT2/original/playing trumpet/hKcSZfv9gms_000001_000011,300,300,clean and jerk,playing trumpet,cBSJlnDYH3g,10,20,hKcSZfv9gms,1,11,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002044_clean and jerk_to_playing trumpet_cBSJlnDYH3g_000010_000020_bg_hKcSZfv9gms_000001_000011,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002044_clean and jerk_to_playing trumpet_cBSJlnDYH3g_000010_000020_bg_hKcSZfv9gms_000001_000011,"[{'class': 'surfboard', 'confidence': 0.46166184544563293, 'bbox': [0.0, 53.98719787597656, 73.79176330566406, 89.98583984375]}, {'class': 'chair', 'confidence': 0.3474246859550476, 'bbox': [0.1412200927734375, 97.87576293945312, 127.30055236816406, 212.98062133789062]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002044_clean and jerk_to_playing trumpet_cBSJlnDYH3g_000010_000020_bg_hKcSZfv9gms_000001_000011/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_002044_clean and jerk_to_playing trumpet_cBSJlnDYH3g_000010_000020_bg_hKcSZfv9gms_000001_000011
/n/fs/visualai-scr/Data/HAT2/seg/canoeing or kayaking/FqCVQSDxOSs_000773_000783,/n/fs/visualai-scr/Data/HAT2/original/canoeing or kayaking/FqCVQSDxOSs_000773_000783,/n/fs/visualai-scr/Data/HAT2/inpaint/playing accordion/xNz65ouVPGo_000076_000086,/n/fs/visualai-scr/Data/HAT2/original/playing accordion/xNz65ouVPGo_000076_000086,300,300,canoeing or kayaking,playing accordion,FqCVQSDxOSs,773,783,xNz65ouVPGo,76,86,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002068_canoeing or kayaking_to_playing accordion_FqCVQSDxOSs_000773_000783_bg_xNz65ouVPGo_000076_000086,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002068_canoeing or kayaking_to_playing accordion_FqCVQSDxOSs_000773_000783_bg_xNz65ouVPGo_000076_000086,"[{'class': 'cup', 'confidence': 0.46669912338256836, 'bbox': [77.56314849853516, 230.2686767578125, 223.53421020507812, 351.36328125]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002068_canoeing or kayaking_to_playing accordion_FqCVQSDxOSs_000773_000783_bg_xNz65ouVPGo_000076_000086/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_002068_canoeing or kayaking_to_playing accordion_FqCVQSDxOSs_000773_000783_bg_xNz65ouVPGo_000076_000086
/n/fs/visualai-scr/Data/HAT2/seg/walking the dog/zh7MwtHt3Fo_000003_000013,/n/fs/visualai-scr/Data/HAT2/original/walking the dog/zh7MwtHt3Fo_000003_000013,/n/fs/visualai-scr/Data/HAT2/inpaint/playing accordion/SYGDjUNLYB8_000170_000180,/n/fs/visualai-scr/Data/HAT2/original/playing accordion/SYGDjUNLYB8_000170_000180,301,300,walking the dog,playing accordion,zh7MwtHt3Fo,3,13,SYGDjUNLYB8,170,180,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002116_walking the dog_to_playing accordion_zh7MwtHt3Fo_000003_000013_bg_SYGDjUNLYB8_000170_000180,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002116_walking the dog_to_playing accordion_zh7MwtHt3Fo_000003_000013_bg_SYGDjUNLYB8_000170_000180,"[{'class': 'toothbrush', 'confidence': 0.6412819623947144, 'bbox': [180.33544921875, 139.80154418945312, 265.1924743652344, 355.6434631347656]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002116_walking the dog_to_playing accordion_zh7MwtHt3Fo_000003_000013_bg_SYGDjUNLYB8_000170_000180/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_002116_walking the dog_to_playing accordion_zh7MwtHt3Fo_000003_000013_bg_SYGDjUNLYB8_000170_000180
/n/fs/visualai-scr/Data/HAT2/seg/hurdling/qnoPGZUO4xA_000010_000020,/n/fs/visualai-scr/Data/HAT2/original/hurdling/qnoPGZUO4xA_000010_000020,/n/fs/visualai-scr/Data/HAT2/inpaint/playing accordion/k8ahScpAUMc_000105_000115,/n/fs/visualai-scr/Data/HAT2/original/playing accordion/k8ahScpAUMc_000105_000115,179,300,hurdling,playing accordion,qnoPGZUO4xA,10,20,k8ahScpAUMc,105,115,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002200_hurdling_to_playing accordion_qnoPGZUO4xA_000010_000020_bg_k8ahScpAUMc_000105_000115,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002200_hurdling_to_playing accordion_qnoPGZUO4xA_000010_000020_bg_k8ahScpAUMc_000105_000115,[],/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002200_hurdling_to_playing accordion_qnoPGZUO4xA_000010_000020_bg_k8ahScpAUMc_000105_000115/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_002200_hurdling_to_playing accordion_qnoPGZUO4xA_000010_000020_bg_k8ahScpAUMc_000105_000115
/n/fs/visualai-scr/Data/HAT2/seg/dribbling basketball/sA3FAtCfxpw_000003_000013,/n/fs/visualai-scr/Data/HAT2/original/dribbling basketball/sA3FAtCfxpw_000003_000013,/n/fs/visualai-scr/Data/HAT2/inpaint/drinking/E6lfrZb-3MY_000003_000013,/n/fs/visualai-scr/Data/HAT2/original/drinking/E6lfrZb-3MY_000003_000013,300,243,dribbling basketball,drinking,sA3FAtCfxpw,3,13,E6lfrZb-3MY,3,13,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002208_dribbling basketball_to_drinking_sA3FAtCfxpw_000003_000013_bg_E6lfrZb-3MY_000003_000013,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002208_dribbling basketball_to_drinking_sA3FAtCfxpw_000003_000013_bg_E6lfrZb-3MY_000003_000013,"[{'class': 'suitcase', 'confidence': 0.6718085408210754, 'bbox': [719.78955078125, 103.0443115234375, 1183.8900146484375, 694.8392333984375]}]",/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002208_dribbling basketball_to_drinking_sA3FAtCfxpw_000003_000013_bg_E6lfrZb-3MY_000003_000013/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_002208_dribbling basketball_to_drinking_sA3FAtCfxpw_000003_000013_bg_E6lfrZb-3MY_000003_000013
/n/fs/visualai-scr/Data/HAT2/seg/hurdling/hKdVTLOym0U_000075_000085,/n/fs/visualai-scr/Data/HAT2/original/hurdling/hKdVTLOym0U_000075_000085,/n/fs/visualai-scr/Data/HAT2/inpaint/catching or throwing baseball/-C_s9oUnFek_000003_000013,/n/fs/visualai-scr/Data/HAT2/original/catching or throwing baseball/-C_s9oUnFek_000003_000013,300,238,hurdling,catching or throwing baseball,hKdVTLOym0U,75,85,-C_s9oUnFek,3,13,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002224_hurdling_to_catching or throwing baseball_hKdVTLOym0U_000075_000085_bg_-C_s9oUnFek_000003_000013,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002224_hurdling_to_catching or throwing baseball_hKdVTLOym0U_000075_000085_bg_-C_s9oUnFek_000003_000013,[],/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002224_hurdling_to_catching or throwing baseball_hKdVTLOym0U_000075_000085_bg_-C_s9oUnFek_000003_000013/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_002224_hurdling_to_catching or throwing baseball_hKdVTLOym0U_000075_000085_bg_-C_s9oUnFek_000003_000013
/n/fs/visualai-scr/Data/HAT2/seg/tying tie/PdsCFMJr8jA_000090_000100,/n/fs/visualai-scr/Data/HAT2/original/tying tie/PdsCFMJr8jA_000090_000100,/n/fs/visualai-scr/Data/HAT2/inpaint/clean and jerk/2ObpbfBZnAQ_000007_000017,/n/fs/visualai-scr/Data/HAT2/original/clean and jerk/2ObpbfBZnAQ_000007_000017,300,300,tying tie,clean and jerk,PdsCFMJr8jA,90,100,2ObpbfBZnAQ,7,17,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002228_tying tie_to_clean and jerk_PdsCFMJr8jA_000090_000100_bg_2ObpbfBZnAQ_000007_000017,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002228_tying tie_to_clean and jerk_PdsCFMJr8jA_000090_000100_bg_2ObpbfBZnAQ_000007_000017,[],/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002228_tying tie_to_clean and jerk_PdsCFMJr8jA_000090_000100_bg_2ObpbfBZnAQ_000007_000017/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_002228_tying tie_to_clean and jerk_PdsCFMJr8jA_000090_000100_bg_2ObpbfBZnAQ_000007_000017
/n/fs/visualai-scr/Data/HAT2/seg/skiing (not slalom or crosscountry)/Z68IjuREXTI_000066_000076,/n/fs/visualai-scr/Data/HAT2/original/skiing (not slalom or crosscountry)/Z68IjuREXTI_000066_000076,/n/fs/visualai-scr/Data/HAT2/inpaint/hitting baseball/iyHDKRtcqgA_000019_000029,/n/fs/visualai-scr/Data/HAT2/original/hitting baseball/iyHDKRtcqgA_000019_000029,300,300,skiing (not slalom or crosscountry),hitting baseball,Z68IjuREXTI,66,76,iyHDKRtcqgA,19,29,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_002260_skiing (not slalom or crosscountry)_to_hitting baseball_Z68IjuREXTI_000066_000076_bg_iyHDKRtcqgA_000019_000029,False,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002260_skiing (not slalom or crosscountry)_to_hitting baseball_Z68IjuREXTI_000066_000076_bg_iyHDKRtcqgA_000019_000029,[],/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_segmented_action_swap/sample_002260_skiing (not slalom or crosscountry)_to_hitting baseball_Z68IjuREXTI_000066_000076_bg_iyHDKRtcqgA_000019_000029/bbox_img/bbox_image.jpg,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/new_binarymask_action_swap/sample_002260_skiing (not slalom or crosscountry)_to_hitting baseball_Z68IjuREXTI_000066_000076_bg_iyHDKRtcqgA_000019_000029
