path_seg_A,path_original_A,path_inpaint_B,path_original_B,num_files_A,num_files_B,label_A,label_B,yt_id_A,time_start_A,time_end_A,yt_id_B,time_start_B,time_end_B,action_swap_path,hasPerson,segmented_path,bboxes_info,bbox_vis_path
/n/fs/visualai-scr/Data/HAT2/seg/bowling/-WH-lxmGJVY_000005_000015,/n/fs/visualai-scr/Data/HAT2/original/bowling/-WH-lxmGJVY_000005_000015,/n/fs/visualai-scr/Data/HAT2/inpaint/walking the dog/2Hbz_qxG3qk_000026_000036,/n/fs/visualai-scr/Data/HAT2/original/walking the dog/2Hbz_qxG3qk_000026_000036,300,300,bowling,walking the dog,-WH-lxmGJVY,5,15,2Hbz_qxG3qk,26,36,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_000428_bowling_to_walking the dog_-WH-lxmGJVY_000005_000015_bg_2Hbz_qxG3qk_000026_000036,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_000428_bowling_to_walking the dog_-WH-lxmGJVY_5_15_bg_2Hbz_qxG3qk_26_36,"[{'class': 'person', 'confidence': 0.9133561253547668, 'bbox': [240.89694213867188, 67.89825439453125, 364.83673095703125, 267.7061462402344]}, {'class': 'person', 'confidence': 0.9051396250724792, 'bbox': [96.03170013427734, 132.7950439453125, 186.5377197265625, 269.31396484375]}, {'class': 'car', 'confidence': 0.5801360011100769, 'bbox': [287.7525329589844, 8.630330085754395, 307.58917236328125, 19.862714767456055]}, {'class': 'dog', 'confidence': 0.5515708923339844, 'bbox': [180.3999481201172, 117.77302551269531, 229.16661071777344, 198.43116760253906]}, {'class': 'car', 'confidence': 0.2794661819934845, 'bbox': [263.958984375, 7.42031192779541, 288.40008544921875, 27.334781646728516]}]",dataset/segmented_action_swap/sample_000428_bowling_to_walking the dog_-WH-lxmGJVY_5_15_bg_2Hbz_qxG3qk_26_36/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/playing volleyball/oiwb5wDaotw_000175_000185,/n/fs/visualai-scr/Data/HAT2/original/playing volleyball/oiwb5wDaotw_000175_000185,/n/fs/visualai-scr/Data/HAT2/inpaint/punching person (boxing)/JosqyNGpXfs_000208_000218,/n/fs/visualai-scr/Data/HAT2/original/punching person (boxing)/JosqyNGpXfs_000208_000218,300,300,playing volleyball,punching person (boxing),oiwb5wDaotw,175,185,JosqyNGpXfs,208,218,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_000429_playing volleyball_to_punching person (boxing)_oiwb5wDaotw_000175_000185_bg_JosqyNGpXfs_000208_000218,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_000429_playing volleyball_to_punching person (boxing)_oiwb5wDaotw_175_185_bg_JosqyNGpXfs_208_218,"[{'class': 'person', 'confidence': 0.8695971369743347, 'bbox': [368.4749755859375, 220.41485595703125, 433.7620849609375, 352.9530029296875]}, {'class': 'person', 'confidence': 0.7006897926330566, 'bbox': [130.3663330078125, 214.56976318359375, 157.38201904296875, 306.129638671875]}, {'class': 'person', 'confidence': 0.6751401424407959, 'bbox': [469.96142578125, 227.22689819335938, 538.8136596679688, 315.3758239746094]}, {'class': 'train', 'confidence': 0.4355872869491577, 'bbox': [41.25762939453125, 46.7789306640625, 560.841796875, 333.16827392578125]}, {'class': 'person', 'confidence': 0.28885895013809204, 'bbox': [48.62709426879883, 243.66131591796875, 94.20179748535156, 316.234375]}]",dataset/segmented_action_swap/sample_000429_playing volleyball_to_punching person (boxing)_oiwb5wDaotw_175_185_bg_JosqyNGpXfs_208_218/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/eating cake/wc32cPpKuko_000175_000185,/n/fs/visualai-scr/Data/HAT2/original/eating cake/wc32cPpKuko_000175_000185,/n/fs/visualai-scr/Data/HAT2/inpaint/dunking basketball/cPW9N51RMf0_000018_000028,/n/fs/visualai-scr/Data/HAT2/original/dunking basketball/cPW9N51RMf0_000018_000028,300,300,eating cake,dunking basketball,wc32cPpKuko,175,185,cPW9N51RMf0,18,28,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_000430_eating cake_to_dunking basketball_wc32cPpKuko_000175_000185_bg_cPW9N51RMf0_000018_000028,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_000430_eating cake_to_dunking basketball_wc32cPpKuko_175_185_bg_cPW9N51RMf0_18_28,"[{'class': 'person', 'confidence': 0.7910260558128357, 'bbox': [63.99213409423828, 19.521160125732422, 359.1466369628906, 359.9215087890625]}, {'class': 'person', 'confidence': 0.5713034272193909, 'bbox': [0.36852264404296875, 91.48724365234375, 176.4490509033203, 359.2695007324219]}, {'class': 'cell phone', 'confidence': 0.2546747624874115, 'bbox': [101.40746307373047, 169.0402069091797, 155.1566162109375, 200.91236877441406]}]",dataset/segmented_action_swap/sample_000430_eating cake_to_dunking basketball_wc32cPpKuko_175_185_bg_cPW9N51RMf0_18_28/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/skiing slalom/6QcRPmZZVz4_000158_000168,/n/fs/visualai-scr/Data/HAT2/original/skiing slalom/6QcRPmZZVz4_000158_000168,/n/fs/visualai-scr/Data/HAT2/inpaint/dribbling basketball/pPEFj7kY6wc_000548_000558,/n/fs/visualai-scr/Data/HAT2/original/dribbling basketball/pPEFj7kY6wc_000548_000558,300,300,skiing slalom,dribbling basketball,6QcRPmZZVz4,158,168,pPEFj7kY6wc,548,558,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_000431_skiing slalom_to_dribbling basketball_6QcRPmZZVz4_000158_000168_bg_pPEFj7kY6wc_000548_000558,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_000431_skiing slalom_to_dribbling basketball_6QcRPmZZVz4_158_168_bg_pPEFj7kY6wc_548_558,"[{'class': 'person', 'confidence': 0.839412271976471, 'bbox': [238.4857635498047, 112.33893585205078, 303.884521484375, 185.94308471679688]}, {'class': 'chair', 'confidence': 0.797609806060791, 'bbox': [30.100265502929688, 80.03682708740234, 85.07257080078125, 129.01190185546875]}, {'class': 'chair', 'confidence': 0.7073176503181458, 'bbox': [81.4533920288086, 95.88139343261719, 136.75201416015625, 128.48606872558594]}, {'class': 'parking meter', 'confidence': 0.4730229675769806, 'bbox': [266.8233642578125, 43.70146179199219, 289.75457763671875, 105.61471557617188]}]",dataset/segmented_action_swap/sample_000431_skiing slalom_to_dribbling basketball_6QcRPmZZVz4_158_168_bg_pPEFj7kY6wc_548_558/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/playing volleyball/1_PaDQZHFok_000003_000013,/n/fs/visualai-scr/Data/HAT2/original/playing volleyball/1_PaDQZHFok_000003_000013,/n/fs/visualai-scr/Data/HAT2/inpaint/playing bass guitar/1nho7QEZT84_000189_000199,/n/fs/visualai-scr/Data/HAT2/original/playing bass guitar/1nho7QEZT84_000189_000199,300,300,playing volleyball,playing bass guitar,1_PaDQZHFok,3,13,1nho7QEZT84,189,199,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_000432_playing volleyball_to_playing bass guitar_1_PaDQZHFok_000003_000013_bg_1nho7QEZT84_000189_000199,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_000432_playing volleyball_to_playing bass guitar_1_PaDQZHFok_3_13_bg_1nho7QEZT84_189_199,"[{'class': 'person', 'confidence': 0.3430206775665283, 'bbox': [88.4188232421875, 147.74603271484375, 107.15611267089844, 193.07672119140625]}]",dataset/segmented_action_swap/sample_000432_playing volleyball_to_playing bass guitar_1_PaDQZHFok_3_13_bg_1nho7QEZT84_189_199/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/playing bass guitar/ov6yRY31WNs_000113_000123,/n/fs/visualai-scr/Data/HAT2/original/playing bass guitar/ov6yRY31WNs_000113_000123,/n/fs/visualai-scr/Data/HAT2/inpaint/shooting basketball/JD2StAKahio_000000_000010,/n/fs/visualai-scr/Data/HAT2/original/shooting basketball/JD2StAKahio_000000_000010,300,176,playing bass guitar,shooting basketball,ov6yRY31WNs,113,123,JD2StAKahio,0,10,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_000433_playing bass guitar_to_shooting basketball_ov6yRY31WNs_000113_000123_bg_JD2StAKahio_000000_000010,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_000433_playing bass guitar_to_shooting basketball_ov6yRY31WNs_113_123_bg_JD2StAKahio_0_10,"[{'class': 'person', 'confidence': 0.8681479692459106, 'bbox': [374.4289245605469, 20.63712501525879, 479.75079345703125, 187.60826110839844]}, {'class': 'person', 'confidence': 0.4987429976463318, 'bbox': [60.39063262939453, 0.0, 340.1763916015625, 277.4241943359375]}, {'class': 'dining table', 'confidence': 0.27197420597076416, 'bbox': [18.739013671875, 195.78785705566406, 477.9738464355469, 316.49078369140625]}]",dataset/segmented_action_swap/sample_000433_playing bass guitar_to_shooting basketball_ov6yRY31WNs_113_123_bg_JD2StAKahio_0_10/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/archery/hIgj5icZe7M_000133_000143,/n/fs/visualai-scr/Data/HAT2/original/archery/hIgj5icZe7M_000133_000143,/n/fs/visualai-scr/Data/HAT2/inpaint/bowling/v_j37nEGZMA_000009_000019,/n/fs/visualai-scr/Data/HAT2/original/bowling/v_j37nEGZMA_000009_000019,300,301,archery,bowling,hIgj5icZe7M,133,143,v_j37nEGZMA,9,19,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_000434_archery_to_bowling_hIgj5icZe7M_000133_000143_bg_v_j37nEGZMA_000009_000019,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_000434_archery_to_bowling_hIgj5icZe7M_133_143_bg_v_j37nEGZMA_9_19,"[{'class': 'person', 'confidence': 0.41093331575393677, 'bbox': [395.1878662109375, 293.90625, 1276.218994140625, 707.549560546875]}]",dataset/segmented_action_swap/sample_000434_archery_to_bowling_hIgj5icZe7M_133_143_bg_v_j37nEGZMA_9_19/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/eating cake/BiuX8Y2JfKY_000006_000016,/n/fs/visualai-scr/Data/HAT2/original/eating cake/BiuX8Y2JfKY_000006_000016,/n/fs/visualai-scr/Data/HAT2/inpaint/tying tie/xFMIqMgGSGM_000068_000078,/n/fs/visualai-scr/Data/HAT2/original/tying tie/xFMIqMgGSGM_000068_000078,300,300,eating cake,tying tie,BiuX8Y2JfKY,6,16,xFMIqMgGSGM,68,78,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_000435_eating cake_to_tying tie_BiuX8Y2JfKY_000006_000016_bg_xFMIqMgGSGM_000068_000078,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_000435_eating cake_to_tying tie_BiuX8Y2JfKY_6_16_bg_xFMIqMgGSGM_68_78,"[{'class': 'person', 'confidence': 0.861419677734375, 'bbox': [294.96343994140625, 13.375373840332031, 398.3616943359375, 232.28396606445312]}, {'class': 'person', 'confidence': 0.6854608058929443, 'bbox': [112.62420654296875, 209.98609924316406, 284.6220397949219, 432.041748046875]}, {'class': 'person', 'confidence': 0.40285730361938477, 'bbox': [146.27423095703125, 59.4367561340332, 272.797607421875, 325.5932312011719]}]",dataset/segmented_action_swap/sample_000435_eating cake_to_tying tie_BiuX8Y2JfKY_6_16_bg_xFMIqMgGSGM_68_78/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/brushing teeth/X9rCMmJm4KA_000060_000070,/n/fs/visualai-scr/Data/HAT2/original/brushing teeth/X9rCMmJm4KA_000060_000070,/n/fs/visualai-scr/Data/HAT2/inpaint/bowling/EYKcpyWRtyY_000000_000010,/n/fs/visualai-scr/Data/HAT2/original/bowling/EYKcpyWRtyY_000000_000010,300,301,brushing teeth,bowling,X9rCMmJm4KA,60,70,EYKcpyWRtyY,0,10,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_000436_brushing teeth_to_bowling_X9rCMmJm4KA_000060_000070_bg_EYKcpyWRtyY_000000_000010,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_000436_brushing teeth_to_bowling_X9rCMmJm4KA_60_70_bg_EYKcpyWRtyY_0_10,"[{'class': 'toothbrush', 'confidence': 0.8748299479484558, 'bbox': [37.567543029785156, 241.01962280273438, 270.73736572265625, 331.4570617675781]}, {'class': 'person', 'confidence': 0.8573744297027588, 'bbox': [7.26397705078125, 0.1725311279296875, 463.70782470703125, 358.031982421875]}, {'class': 'chair', 'confidence': 0.2549055218696594, 'bbox': [13.4886474609375, 108.65592956542969, 72.71131134033203, 215.42486572265625]}]",dataset/segmented_action_swap/sample_000436_brushing teeth_to_bowling_X9rCMmJm4KA_60_70_bg_EYKcpyWRtyY_0_10/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/playing tennis/5DleTJAks5E_000317_000327,/n/fs/visualai-scr/Data/HAT2/original/playing tennis/5DleTJAks5E_000317_000327,/n/fs/visualai-scr/Data/HAT2/inpaint/drinking/gaj407eSdSs_000000_000010,/n/fs/visualai-scr/Data/HAT2/original/drinking/gaj407eSdSs_000000_000010,300,150,playing tennis,drinking,5DleTJAks5E,317,327,gaj407eSdSs,0,10,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_000437_playing tennis_to_drinking_5DleTJAks5E_000317_000327_bg_gaj407eSdSs_000000_000010,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_000437_playing tennis_to_drinking_5DleTJAks5E_317_327_bg_gaj407eSdSs_0_10,"[{'class': 'person', 'confidence': 0.8422548174858093, 'bbox': [324.33111572265625, 480.11907958984375, 469.57281494140625, 669.5100708007812]}, {'class': 'person', 'confidence': 0.7709923982620239, 'bbox': [403.55181884765625, 70.98253631591797, 433.75225830078125, 144.33404541015625]}, {'class': 'person', 'confidence': 0.7517759799957275, 'bbox': [326.7969970703125, 72.03482055664062, 354.716064453125, 143.91177368164062]}, {'class': 'person', 'confidence': 0.7224293351173401, 'bbox': [632.2102661132812, 71.95267486572266, 662.9253540039062, 145.27737426757812]}, {'class': 'person', 'confidence': 0.7183626890182495, 'bbox': [866.4066162109375, 73.60792541503906, 895.6011962890625, 144.91261291503906]}, {'class': 'person', 'confidence': 0.6941159963607788, 'bbox': [1193.429931640625, 115.2391357421875, 1220.044677734375, 194.65374755859375]}, {'class': 'person', 'confidence': 0.6803928017616272, 'bbox': [981.9757080078125, 106.98043823242188, 1026.912353515625, 185.70681762695312]}, {'class': 'boat', 'confidence': 0.5069771409034729, 'bbox': [1036.9921875, 482.8221435546875, 1176.445556640625, 572.040771484375]}, {'class': 'person', 'confidence': 0.43265578150749207, 'bbox': [941.091552734375, 99.64178466796875, 965.29345703125, 142.1614990234375]}]",dataset/segmented_action_swap/sample_000437_playing tennis_to_drinking_5DleTJAks5E_317_327_bg_gaj407eSdSs_0_10/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/dribbling basketball/wdrRBrKBycc_000434_000444,/n/fs/visualai-scr/Data/HAT2/original/dribbling basketball/wdrRBrKBycc_000434_000444,/n/fs/visualai-scr/Data/HAT2/inpaint/skipping rope/GUWR5TyiY-M_000012_000022,/n/fs/visualai-scr/Data/HAT2/original/skipping rope/GUWR5TyiY-M_000012_000022,300,300,dribbling basketball,skipping rope,wdrRBrKBycc,434,444,GUWR5TyiY-M,12,22,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_000438_dribbling basketball_to_skipping rope_wdrRBrKBycc_000434_000444_bg_GUWR5TyiY-M_000012_000022,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_000438_dribbling basketball_to_skipping rope_wdrRBrKBycc_434_444_bg_GUWR5TyiY-M_12_22,"[{'class': 'person', 'confidence': 0.8994122743606567, 'bbox': [385.6681823730469, 30.326976776123047, 481.7508239746094, 358.6446838378906]}, {'class': 'person', 'confidence': 0.8821262717247009, 'bbox': [239.8481903076172, 63.87631607055664, 343.4754638671875, 294.7662353515625]}, {'class': 'person', 'confidence': 0.7979468107223511, 'bbox': [26.48523712158203, 80.62686920166016, 51.37748336791992, 132.88079833984375]}, {'class': 'surfboard', 'confidence': 0.44189053773880005, 'bbox': [168.4869842529297, 182.23367309570312, 397.4637145996094, 275.8150939941406]}]",dataset/segmented_action_swap/sample_000438_dribbling basketball_to_skipping rope_wdrRBrKBycc_434_444_bg_GUWR5TyiY-M_12_22/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/hitting baseball/V_whuvMjg_8_000004_000014,/n/fs/visualai-scr/Data/HAT2/original/hitting baseball/V_whuvMjg_8_000004_000014,/n/fs/visualai-scr/Data/HAT2/inpaint/playing piano/h6A4REQB02U_000028_000038,/n/fs/visualai-scr/Data/HAT2/original/playing piano/h6A4REQB02U_000028_000038,300,300,hitting baseball,playing piano,V_whuvMjg_8,4,14,h6A4REQB02U,28,38,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_000439_hitting baseball_to_playing piano_V_whuvMjg_8_000004_000014_bg_h6A4REQB02U_000028_000038,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_000439_hitting baseball_to_playing piano_V_whuvMjg_8_4_14_bg_h6A4REQB02U_28_38,"[{'class': 'person', 'confidence': 0.8269813656806946, 'bbox': [149.7959747314453, 308.5645446777344, 198.82595825195312, 453.0904541015625]}, {'class': 'potted plant', 'confidence': 0.25706544518470764, 'bbox': [1.7593295574188232, 411.0347900390625, 52.97000503540039, 675.228271484375]}]",dataset/segmented_action_swap/sample_000439_hitting baseball_to_playing piano_V_whuvMjg_8_4_14_bg_h6A4REQB02U_28_38/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/deadlifting/f8AhC-LGp5w_000006_000016,/n/fs/visualai-scr/Data/HAT2/original/deadlifting/f8AhC-LGp5w_000006_000016,/n/fs/visualai-scr/Data/HAT2/inpaint/bowling/MKv1mkOcom8_000000_000010,/n/fs/visualai-scr/Data/HAT2/original/bowling/MKv1mkOcom8_000000_000010,270,300,deadlifting,bowling,f8AhC-LGp5w,6,16,MKv1mkOcom8,0,10,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_000440_deadlifting_to_bowling_f8AhC-LGp5w_000006_000016_bg_MKv1mkOcom8_000000_000010,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_000440_deadlifting_to_bowling_f8AhC-LGp5w_6_16_bg_MKv1mkOcom8_0_10,"[{'class': 'person', 'confidence': 0.6304384469985962, 'bbox': [430.365478515625, 324.0674743652344, 461.8086242675781, 359.3209533691406]}, {'class': 'person', 'confidence': 0.5875710844993591, 'bbox': [360.55743408203125, 314.4921875, 396.3580322265625, 359.383544921875]}, {'class': 'person', 'confidence': 0.3698791563510895, 'bbox': [395.4844970703125, 317.1133728027344, 418.6651916503906, 360.0]}, {'class': 'person', 'confidence': 0.35807010531425476, 'bbox': [396.92926025390625, 317.26025390625, 433.6252746582031, 360.0]}, {'class': 'person', 'confidence': 0.303867369890213, 'bbox': [314.8856506347656, 65.65254211425781, 390.6240234375, 232.688232421875]}, {'class': 'umbrella', 'confidence': 0.28107979893684387, 'bbox': [410.6866149902344, 276.3385925292969, 499.3240966796875, 337.90753173828125]}]",dataset/segmented_action_swap/sample_000440_deadlifting_to_bowling_f8AhC-LGp5w_6_16_bg_MKv1mkOcom8_0_10/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/eating cake/9GTJPntb_wo_000008_000018,/n/fs/visualai-scr/Data/HAT2/original/eating cake/9GTJPntb_wo_000008_000018,/n/fs/visualai-scr/Data/HAT2/inpaint/playing accordion/bei0Be7pJQA_000032_000042,/n/fs/visualai-scr/Data/HAT2/original/playing accordion/bei0Be7pJQA_000032_000042,301,300,eating cake,playing accordion,9GTJPntb_wo,8,18,bei0Be7pJQA,32,42,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_000441_eating cake_to_playing accordion_9GTJPntb_wo_000008_000018_bg_bei0Be7pJQA_000032_000042,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_000441_eating cake_to_playing accordion_9GTJPntb_wo_8_18_bg_bei0Be7pJQA_32_42,"[{'class': 'person', 'confidence': 0.5375496745109558, 'bbox': [104.27606964111328, 183.80160522460938, 251.20648193359375, 418.23199462890625]}, {'class': 'suitcase', 'confidence': 0.5225688815116882, 'bbox': [117.39945983886719, 332.63629150390625, 396.7923583984375, 691.9276733398438]}, {'class': 'person', 'confidence': 0.4702942371368408, 'bbox': [0.0, 223.09902954101562, 144.25161743164062, 710.894775390625]}, {'class': 'person', 'confidence': 0.373240202665329, 'bbox': [0.7299728393554688, 222.1231689453125, 239.83702087402344, 717.6740112304688]}, {'class': 'teddy bear', 'confidence': 0.3000701367855072, 'bbox': [306.55914306640625, 103.59423828125, 405.97662353515625, 339.2677001953125]}, {'class': 'person', 'confidence': 0.2942715883255005, 'bbox': [307.8816223144531, 103.4747314453125, 406.0, 339.2962951660156]}]",dataset/segmented_action_swap/sample_000441_eating cake_to_playing accordion_9GTJPntb_wo_8_18_bg_bei0Be7pJQA_32_42/bbox_img/bbox_image.jpg
/n/fs/visualai-scr/Data/HAT2/seg/clean and jerk/CD_GR-Q-f5E_000027_000037,/n/fs/visualai-scr/Data/HAT2/original/clean and jerk/CD_GR-Q-f5E_000027_000037,/n/fs/visualai-scr/Data/HAT2/inpaint/skipping rope/VnDRckszp7c_000006_000016,/n/fs/visualai-scr/Data/HAT2/original/skipping rope/VnDRckszp7c_000006_000016,300,300,clean and jerk,skipping rope,CD_GR-Q-f5E,27,37,VnDRckszp7c,6,16,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/sample_000442_clean and jerk_to_skipping rope_CD_GR-Q-f5E_000027_000037_bg_VnDRckszp7c_000006_000016,True,/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/segmented_action_swap/sample_000442_clean and jerk_to_skipping rope_CD_GR-Q-f5E_27_37_bg_VnDRckszp7c_6_16,"[{'class': 'person', 'confidence': 0.8886903524398804, 'bbox': [1027.087158203125, 116.83447265625, 1279.451904296875, 700.3885498046875]}, {'class': 'person', 'confidence': 0.7932916879653931, 'bbox': [334.32879638671875, 267.0486145019531, 408.18194580078125, 438.0178527832031]}, {'class': 'person', 'confidence': 0.7577657699584961, 'bbox': [458.30072021484375, 214.57763671875, 521.07861328125, 434.3125]}, {'class': 'person', 'confidence': 0.6372042298316956, 'bbox': [572.6654052734375, 147.457763671875, 681.4891357421875, 484.51922607421875]}, {'class': 'person', 'confidence': 0.5941376686096191, 'bbox': [133.22677612304688, 264.65716552734375, 212.22525024414062, 387.85968017578125]}, {'class': 'person', 'confidence': 0.566615104675293, 'bbox': [32.46820068359375, 246.52114868164062, 99.84541320800781, 322.9228210449219]}, {'class': 'person', 'confidence': 0.39314529299736023, 'bbox': [585.9586791992188, 214.61911010742188, 675.3635864257812, 483.9101867675781]}, {'class': 'chair', 'confidence': 0.31808823347091675, 'bbox': [734.40966796875, 352.28045654296875, 818.19775390625, 510.15484619140625]}, {'class': 'person', 'confidence': 0.2647162079811096, 'bbox': [538.9490356445312, 232.65972900390625, 592.8211059570312, 434.80096435546875]}]",dataset/segmented_action_swap/sample_000442_clean and jerk_to_skipping rope_CD_GR-Q-f5E_27_37_bg_VnDRckszp7c_6_16/bbox_img/bbox_image.jpg
