action_swap_path,frame_num,label_A,label_B,predicted_label,predicted_score,human_action_rank,human_action_score,background_action_rank,background_action_score,human_top1,human_top5,background_top1,background_top5,background_wins,ranking_gap,score_gap,top10_predictions
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000200_eating ice cream_to_playing saxophone_gMNNOrCnQOE_000024_000034_bg_9zhbUqXWyog_000090_000100,50,eating ice cream,playing saxophone,eating ice cream,0.9422464370727539,1,0.9422464370727539,4,0.005916169844567776,True,True,False,True,False,3,-0.9363302672281861,"['eating ice cream', 'eating cake', 'brushing teeth', 'playing saxophone', 'playing violin', 'skipping rope', 'brushing hair', 'playing trumpet', 'playing accordion', 'drinking']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000204_drinking_to_punching person (boxing)_gaj407eSdSs_000000_000010_bg_iZabHOHLXyE_000269_000279,50,drinking,punching person (boxing),punching person (boxing),0.778831958770752,24,0.0013079956406727433,1,0.778831958770752,False,False,True,True,True,-23,0.7775239631300792,"['punching person (boxing)', 'juggling balls', 'dunking basketball', 'playing tennis', 'sword fighting', 'opening bottle', 'juggling soccer ball', 'hitting baseball', 'skipping rope', 'climbing a rope']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000208_shooting basketball_to_brushing hair_d3sgSuaBunI_000147_000157_bg_Dt0O8uruyMI_000000_000010,50,shooting basketball,brushing hair,climbing a rope,0.3427009582519531,4,0.08476362377405167,41,0.0001878950570244342,False,True,False,False,False,37,-0.08457572871702723,"['climbing a rope', 'dunking basketball', 'playing basketball', 'shooting basketball', 'skipping rope', 'flying kite', 'playing volleyball', 'dribbling basketball', 'climbing ladder', 'juggling balls']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000212_walking the dog_to_playing piano_-0Y6xqWo_kM_000004_000014_bg_c73CND3gldI_000003_000013,50,walking the dog,playing piano,playing accordion,0.3220224976539612,38,0.0009253935422748327,2,0.14333884418010712,False,False,False,True,True,-36,0.14241345063783228,"['playing accordion', 'playing piano', 'opening bottle', 'playing saxophone', 'climbing ladder', 'playing violin', 'juggling soccer ball', 'playing guitar', 'playing trumpet', 'brushing teeth']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000216_brushing hair_to_tying tie_-DavtY9xgnc_000545_000555_bg_d2owlPKG5bY_000096_000106,50,brushing hair,tying tie,playing violin,0.0958394706249237,5,0.05599198490381241,13,0.03279998525977135,False,True,False,False,False,8,-0.02319199964404106,"['playing violin', 'playing accordion', 'playing saxophone', 'writing', 'brushing hair', 'playing piano', 'eating ice cream', 'eating cake', 'playing guitar', 'smoking']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000220_reading book_to_walking the dog_xwnebPu1-So_000266_000276_bg_sy9T57J6qEg_000002_000012,50,reading book,walking the dog,juggling soccer ball,0.3766710162162781,48,0.0001028956612572074,19,0.005293661262840033,False,False,False,False,True,-29,0.005190765601582825,"['juggling soccer ball', 'sweeping floor', 'skipping rope', 'climbing a rope', 'dribbling basketball', 'juggling balls', 'catching or throwing frisbee', 'playing basketball', 'hitting baseball', 'playing saxophone']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000224_shooting basketball_to_sword fighting_50MmgG43E7Q_000024_000034_bg_MPVIX-cKe3I_000000_000010,50,shooting basketball,sword fighting,skipping rope,0.4190424382686615,16,0.0055660679936409,11,0.008709232322871685,False,False,False,False,True,-5,0.0031431643292307854,"['skipping rope', 'juggling soccer ball', 'juggling balls', 'punching person (boxing)', 'playing basketball', 'dribbling basketball', 'playing violin', 'shooting goal (soccer)', 'playing trumpet', 'playing saxophone']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000228_playing accordion_to_playing tennis_BXdLkM8ed2c_000086_000096_bg_rZehb8BQwc4_000034_000044,50,playing accordion,playing tennis,juggling balls,0.20911890268325806,33,0.0003492784744594246,3,0.18898805975914001,False,False,False,True,True,-30,0.1886387812846806,"['juggling balls', 'juggling soccer ball', 'playing tennis', 'catching or throwing baseball', 'hitting baseball', 'shooting goal (soccer)', 'catching or throwing frisbee', 'skipping rope', 'hurdling', 'dribbling basketball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000232_cleaning windows_to_reading newspaper_X4JsKpVTBvQ_000004_000014_bg_hqNe549GJwI_001340_001350,50,cleaning windows,reading newspaper,reading newspaper,0.32012465596199036,2,0.23078128695487976,1,0.32012465596199036,False,True,True,True,True,-1,0.0893433690071106,"['reading newspaper', 'cleaning windows', 'sweeping floor', 'opening bottle', 'driving car', 'playing saxophone', 'sword fighting', 'brushing hair', 'playing accordion', 'punching person (boxing)']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000236_climbing ladder_to_opening bottle__cE0yJ04jkQ_000058_000068_bg_vXQX5XQfySY_000004_000014,50,climbing ladder,opening bottle,climbing ladder,0.15306921303272247,1,0.15306921303272247,7,0.05402594804763794,True,True,False,False,False,6,-0.09904326498508453,"['climbing ladder', 'hurdling', 'writing', 'punching person (boxing)', 'juggling balls', 'climbing a rope', 'opening bottle', 'juggling soccer ball', 'dunking basketball', 'skipping rope']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000240_catching or throwing frisbee_to_climbing a rope_jKqDnoY4S5s_000001_000011_bg_C8_aYXTrthw_000050_000060,50,catching or throwing frisbee,climbing a rope,climbing a rope,0.7729134559631348,31,0.00013477135507855564,1,0.7729134559631348,False,False,True,True,True,-30,0.7727786846080562,"['climbing a rope', 'climbing ladder', 'juggling soccer ball', 'skipping rope', 'sword fighting', 'juggling balls', 'cleaning windows', 'clean and jerk', 'dunking basketball', 'opening bottle']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000244_playing volleyball_to_juggling balls_DW4qNjcT-Sk_000009_000019_bg_n1cQkKL5ATQ_000112_000122,50,playing volleyball,juggling balls,dunking basketball,0.6316338777542114,11,0.006485870573669672,5,0.03689447417855263,False,False,False,True,True,-6,0.030408603604882956,"['dunking basketball', 'dribbling basketball', 'hurdling', 'shooting basketball', 'juggling balls', 'juggling soccer ball', 'playing basketball', 'clean and jerk', 'shooting goal (soccer)', 'skipping rope']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000248_climbing ladder_to_hitting baseball_LqnLzqxrvBs_000018_000028_bg_h_3LqD2Pl-E_000000_000010,50,climbing ladder,hitting baseball,dribbling basketball,0.8225847482681274,9,0.008042003959417343,7,0.011977843008935452,False,False,False,False,True,-2,0.003935839049518108,"['dribbling basketball', 'juggling balls', 'climbing a rope', 'shooting goal (soccer)', 'hurdling', 'deadlifting', 'hitting baseball', 'juggling soccer ball', 'climbing ladder', 'skipping rope']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000252_juggling soccer ball_to_skiing slalom_hb4DloiThO8_000074_000084_bg_8SUqJPBbweE_000038_000048,50,juggling soccer ball,skiing slalom,skiing slalom,0.6046056151390076,5,0.028947098180651665,1,0.6046056151390076,False,True,True,True,True,-4,0.5756585169583559,"['skiing slalom', 'skiing (not slalom or crosscountry)', 'surfing water', 'skipping rope', 'juggling soccer ball', 'climbing a rope', 'golf driving', 'climbing ladder', 'playing tennis', 'cleaning windows']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000256_brushing teeth_to_playing volleyball_y1FlaXV3sQY_000004_000014_bg_ffPE0TTkCB4_000042_000052,50,brushing teeth,playing volleyball,dribbling basketball,0.4083498418331146,12,0.008793245069682598,31,0.0007087635458447039,False,False,False,False,False,19,-0.008084481523837894,"['dribbling basketball', 'eating cake', 'shooting basketball', 'dunking basketball', 'eating ice cream', 'playing basketball', 'playing trumpet', 'juggling balls', 'drinking', 'skipping rope']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000260_reading book_to_hitting baseball_nvexLJf6I0s_000373_000383_bg_6hrcRyIYTrA_000026_000036,50,reading book,hitting baseball,juggling soccer ball,0.2899484634399414,23,0.0021297954954206944,10,0.021562917158007622,False,False,False,False,True,-13,0.019433121662586927,"['juggling soccer ball', 'juggling balls', 'playing accordion', 'sword fighting', 'playing trumpet', 'catching or throwing frisbee', 'playing saxophone', 'punching person (boxing)', 'catching or throwing baseball', 'hitting baseball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000264_shooting basketball_to_catching or throwing frisbee_y1dW_hxJ70o_000001_000011_bg_AsoqLaO8YJ8_000001_000011,50,shooting basketball,catching or throwing frisbee,dunking basketball,0.3240683376789093,7,0.02137380838394165,14,0.003923130687326193,False,False,False,False,False,7,-0.017450677696615458,"['dunking basketball', 'skipping rope', 'hurdling', 'dribbling basketball', 'shooting goal (soccer)', 'juggling balls', 'shooting basketball', 'playing basketball', 'climbing a rope', 'playing volleyball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000268_climbing ladder_to_drinking_4j5wrw-oqfs_000005_000015_bg_NL7LV4okwLs_000111_000121,50,climbing ladder,drinking,surfing water,0.28932151198387146,35,0.004106926266103983,10,0.02014744281768799,False,False,False,False,True,-25,0.016040516551584005,"['surfing water', 'opening bottle', 'skiing slalom', 'playing saxophone', 'skiing (not slalom or crosscountry)', 'cleaning windows', 'hurdling', 'driving car', 'sword fighting', 'drinking']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000272_hurdling_to_clean and jerk_1ZP9LHPTwwg_000012_000022_bg_D3cbdvK7B9U_000022_000032,50,hurdling,clean and jerk,clean and jerk,0.7942190170288086,13,0.0007266831817105412,1,0.7942190170288086,False,False,True,True,True,-12,0.793492333847098,"['clean and jerk', 'climbing a rope', 'juggling balls', 'climbing ladder', 'skiing slalom', 'skipping rope', 'dunking basketball', 'deadlifting', 'juggling soccer ball', 'catching or throwing frisbee']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000276_eating ice cream_to_dribbling basketball_cIeY0VnCvZs_000143_000153_bg_oxY1iBy5daQ_000038_000048,50,eating ice cream,dribbling basketball,eating ice cream,0.44082242250442505,1,0.44082242250442505,10,0.008502854034304619,True,True,False,False,False,9,-0.43231956847012043,"['eating ice cream', 'eating cake', 'brushing teeth', 'brushing hair', 'bowling', 'drinking', 'dunking basketball', 'playing basketball', 'shooting basketball', 'dribbling basketball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000280_hitting baseball_to_skiing (not slalom or crosscountry)_g_wHimPF9o8_000021_000031_bg_8THYn_PmBw4_000083_000093,50,hitting baseball,skiing (not slalom or crosscountry),skiing slalom,0.28976935148239136,7,0.04502755030989647,8,0.040393322706222534,False,False,False,False,False,1,-0.004634227603673935,"['skiing slalom', 'flying kite', 'climbing a rope', 'catching or throwing frisbee', 'juggling soccer ball', 'walking the dog', 'hitting baseball', 'skiing (not slalom or crosscountry)', 'catching or throwing baseball', 'skipping rope']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000284_skiing (not slalom or crosscountry)_to_writing_k1hIvekGoBE_000221_000231_bg_5bZojQCp5tk_000318_000328,50,skiing (not slalom or crosscountry),writing,writing,0.49784231185913086,25,0.0013568713329732418,1,0.49784231185913086,False,False,True,True,True,-24,0.4964854405261576,"['writing', 'playing piano', 'reading newspaper', 'reading book', 'surfing water', 'opening bottle', 'sweeping floor', 'punching person (boxing)', 'playing guitar', 'climbing ladder']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000288_climbing ladder_to_writing_nCkAH-GOiKk_000000_000010_bg_6Y4ir41xy-0_000218_000228,50,climbing ladder,writing,writing,0.2290397733449936,3,0.13192470371723175,1,0.2290397733449936,False,True,True,True,True,-2,0.09711506962776184,"['writing', 'opening bottle', 'climbing ladder', 'punching person (boxing)', 'juggling soccer ball', 'shooting goal (soccer)', 'juggling balls', 'climbing a rope', 'reading newspaper', 'playing trumpet']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000292_reading book_to_playing tennis_bm_LGEiKfWE_000004_000014_bg_4516t11fQWM_000028_000038,50,reading book,playing tennis,juggling balls,0.16695308685302734,26,0.005752664990723133,19,0.010837285779416561,False,False,False,False,True,-7,0.005084620788693428,"['juggling balls', 'punching person (boxing)', 'sweeping floor', 'playing violin', 'dribbling basketball', 'skipping rope', 'bowling', 'juggling soccer ball', 'opening bottle', 'playing piano']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000296_deadlifting_to_catching or throwing frisbee_ZSzPVTTiROc_000016_000026_bg_-0vBGWkPoq4_000031_000041,50,deadlifting,catching or throwing frisbee,hurdling,0.10721500962972641,20,0.017236148938536644,30,0.008020952343940735,False,False,False,False,False,10,-0.009215196594595909,"['hurdling', 'playing volleyball', 'skipping rope', 'climbing ladder', 'dribbling basketball', 'skiing slalom', 'hitting baseball', 'dunking basketball', 'surfing water', 'playing tennis']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000300_hurdling_to_juggling soccer ball_UytdOEGAZbs_000014_000024_bg_INE1G3CoLaU_000017_000027,50,hurdling,juggling soccer ball,skiing slalom,0.20135436952114105,7,0.06394609063863754,3,0.09794864803552628,False,False,False,True,True,-4,0.03400255739688873,"['skiing slalom', 'shooting goal (soccer)', 'juggling soccer ball', 'golf driving', 'catching or throwing frisbee', 'hitting baseball', 'hurdling', 'dribbling basketball', 'playing tennis', 'catching or throwing baseball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000304_playing basketball_to_hitting baseball_zG65IAmnSnc_000096_000106_bg_ihWykL5mYRI_000096_000106,50,playing basketball,hitting baseball,hitting baseball,0.7025145888328552,9,0.005058473441749811,1,0.7025145888328552,False,False,True,True,True,-8,0.6974561153911054,"['hitting baseball', 'catching or throwing baseball', 'shooting goal (soccer)', 'playing tennis', 'catching or throwing frisbee', 'dunking basketball', 'juggling soccer ball', 'dribbling basketball', 'playing basketball', 'shooting basketball']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000308_cleaning windows_to_golf driving_T9c_KZVHP4E_000053_000063_bg_IKonv-whHXo_000001_000011,50,cleaning windows,golf driving,golf driving,0.7554675340652466,27,0.0002106422616634518,1,0.7554675340652466,False,False,True,True,True,-26,0.7552568918035831,"['golf driving', 'flying kite', 'hitting baseball', 'archery', 'shooting goal (soccer)', 'catching or throwing frisbee', 'sword fighting', 'playing tennis', 'climbing a rope', 'juggling balls']"
/n/fs/visualai-scr/temp_LLP/ellie/slowfast_kinetics/dataset/action_swap/original_action_swap/sample_000312_brushing teeth_to_cleaning windows_CfyiD_4zIyY_000113_000123_bg_UPHhBfx0L34_000008_000018,50,brushing teeth,cleaning windows,brushing hair,0.2427881360054016,17,0.00995624903589487,3,0.1205495223402977,False,False,False,True,True,-14,0.11059327330440283,"['brushing hair', 'opening bottle', 'cleaning windows', 'playing piano', 'eating ice cream', 'skipping rope', 'tying tie', 'playing violin', 'climbing ladder', 'eating cake']"
